2005	1	31 Января 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/262337/	
2005	1	28 Января 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/262628/	
2005	1	27 Января 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/261166/	
2005	1	26 Января 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/260296/	
2005	1	25 Января 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/262176/	
2005	1	24 Января 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/262604/	
2005	1	21 Января 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/262578/	
2005	1	20 Января 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/262416/	
2005	1	19 Января 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/262427/	
2005	1	18 Января 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/260568/	
2005	2	28 Февраля 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/260154/	
2005	2	25 Февраля 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/260583/	
2005	2	24 Февраля 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/260576/	
2005	2	22 Февраля 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/262359/	
2005	2	21 Февраля 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/262591/	
2005	2	18 Февраля 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/261557/	
2005	2	17 Февраля 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/262620/	
2005	2	16 Февраля 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/261858/	
2005	2	15 Февраля 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/260562/	
2005	2	14 Февраля 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/260332/	
2005	3	31 Марта 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/261391/	
2005	3	30 Марта 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/261387/	
2005	3	29 Марта 2005	http://www.mchs.gov.ru/articles/emergency_info/digest/item/262297/	
